,Algorithm_Name,trial,iter,av_payout,Choice
0,UCB1(0),0,0,0.538575193765119,0
1,UCB1(0),0,100,0.4241407390014191,0
2,UCB1(0),0,200,0.44236155365538304,0
3,UCB1(0),0,300,0.4771478916762669,0
4,UCB1(0),0,400,0.49232801867399545,0
5,UCB1(0),0,500,0.5040383177161198,0
6,UCB1(0),0,600,0.5044657362981152,0
7,UCB1(0),0,700,0.5125414319462818,0
8,UCB1(0),0,800,0.5070689842177621,0
9,UCB1(0),0,900,0.4980390724669241,0
10,UCB1(0),0,1000,0.5022524875497142,0
11,UCB1(0),0,1100,0.4930674189072823,0
12,UCB1(0),0,1200,0.49884840893131505,0
13,UCB1(0),0,1300,0.5000622139280604,0
14,UCB1(0),0,1400,0.5085484913005777,0
15,UCB1(0),0,1500,0.5022542661635335,0
16,UCB1(0),0,1600,0.4998075796210787,0
17,UCB1(0),0,1700,0.49613319177528975,0
18,UCB1(0),0,1800,0.4989411705754505,0
19,UCB1(0),0,1900,0.49953063607946147,0
20,UCB1(0),0,2000,0.5002620447486756,0
21,UCB1(0),0,2100,0.4989793282550299,0
22,UCB1(0),0,2200,0.49804198672357564,0
23,UCB1(0),0,2300,0.5000747632369965,0
24,UCB1(0),0,2400,0.49565590739440435,0
25,UCB1(0),0,2500,0.497703129416902,0
26,UCB1(0),0,2600,0.4947933753855129,0
27,UCB1(0),0,2700,0.493510758601971,0
28,UCB1(0),0,2800,0.4926892117306295,0
29,UCB1(0),0,2900,0.4952881154355541,0
30,UCB1(0),0,3000,0.4970953337887134,0
31,UCB1(0),0,3100,0.49511910051073144,0
32,UCB1(0),0,3200,0.4961458760671062,0
33,UCB1(0),0,3300,0.4942752828348883,0
34,UCB1(0),0,3400,0.4947218337526567,0
35,UCB1(0),0,3500,0.49570214184606176,0
36,UCB1(0),0,3600,0.49552000142406766,0
37,UCB1(0),0,3700,0.4970585150465883,0
38,UCB1(0),0,3800,0.49711634331329196,0
39,UCB1(0),0,3900,0.49625465171377303,0
40,UCB1(0),0,4000,0.49767682616689635,0
41,UCB1(0),0,4100,0.49888339845081225,0
42,UCB1(0),0,4200,0.49917396988510615,0
43,UCB1(0),0,4300,0.49737229464020344,0
44,UCB1(0),0,4400,0.5000026826996518,0
45,UCB1(0),0,4500,0.5017084141048391,0
46,UCB1(0),0,4600,0.5024983280064899,0
47,UCB1(0),0,4700,0.5022599064180858,0
48,UCB1(0),0,4800,0.5024224089350765,0
49,UCB1(0),0,4900,0.5023240962018274,0
50,UCB1(0),0,5000,0.5006497693527644,0
51,UCB1(0),0,5100,0.5003319101533816,0
52,UCB1(0),0,5200,0.5013006535778006,0
53,UCB1(0),0,5300,0.5009050547502318,0
54,UCB1(0),0,5400,0.4999683420178849,0
55,UCB1(0),0,5500,0.49935464502719457,0
56,UCB1(0),0,5600,0.49810974283549325,0
57,UCB1(0),0,5700,0.4995635177713431,0
58,UCB1(0),0,5800,0.4981398080437808,0
59,UCB1(0),0,5900,0.49758751728705636,0
60,UCB1(0),0,6000,0.49756200358551955,0
61,UCB1(0),0,6100,0.497745726532652,0
62,UCB1(0),0,6200,0.49953916529781284,0
63,UCB1(0),0,6300,0.4997902605072606,0
64,UCB1(0),0,6400,0.5013833348783915,0
65,UCB1(0),0,6500,0.5023718022930668,0
66,UCB1(0),0,6600,0.5015705317239272,0
67,UCB1(0),0,6700,0.500625190227392,0
68,UCB1(0),0,6800,0.5008761742403363,0
69,UCB1(0),0,6900,0.5007188829777002,0
70,UCB1(0),0,7000,0.5010092886891455,0
71,UCB1(0),0,7100,0.5022761449877503,0
72,UCB1(0),0,7200,0.5020622507006932,0
73,UCB1(0),0,7300,0.5022185515527555,0
74,UCB1(0),0,7400,0.5022996712914054,0
75,UCB1(0),0,7500,0.5025505824599732,0
76,UCB1(0),0,7600,0.5023576133823456,0
77,UCB1(0),0,7700,0.5016962060702517,0
78,UCB1(0),0,7800,0.5015911462665107,0
79,UCB1(0),0,7900,0.5024853363804996,0
80,UCB1(0),0,8000,0.5018648189798124,0
81,UCB1(0),0,8100,0.501850074760169,0
82,UCB1(0),0,8200,0.5014997598198732,0
83,UCB1(0),0,8300,0.500464777547616,0
84,UCB1(0),0,8400,0.4992222436033302,0
85,UCB1(0),0,8500,0.49776683128656246,0
86,UCB1(0),0,8600,0.49794912656973533,0
87,UCB1(0),0,8700,0.49686221024259725,0
88,UCB1(0),0,8800,0.49740158601662704,0
89,UCB1(0),0,8900,0.4980624420895366,0
90,UCB1(0),0,9000,0.4980808351399744,0
91,UCB1(0),0,9100,0.49766365144571545,0
92,UCB1(0),0,9200,0.4974727006431422,0
93,UCB1(0),0,9300,0.49725751437097987,0
94,UCB1(0),0,9400,0.4969222238982185,0
95,UCB1(0),0,9500,0.4971812146904906,0
96,UCB1(0),0,9600,0.4977914174901107,0
97,UCB1(0),0,9700,0.49773668040220415,0
98,UCB1(0),0,9800,0.498307771135762,0
99,UCB1(0),0,9900,0.49754241595750864,0
100,UCB1(1),0,0,0.2666818418701029,0
101,UCB1(1),0,100,0.6852502841800613,2
102,UCB1(1),0,200,0.6578630762351513,2
103,UCB1(1),0,300,0.7177298189942514,2
104,UCB1(1),0,400,0.7960087608010965,2
105,UCB1(1),0,500,0.7740141898833351,2
106,UCB1(1),0,600,0.7374023596798691,2
107,UCB1(1),0,700,0.7756358326788003,2
108,UCB1(1),0,800,0.7828002679609326,2
109,UCB1(1),0,900,0.8011553522681606,2
110,UCB1(1),0,1000,0.7676775158923334,2
111,UCB1(1),0,1100,0.782108511833638,2
112,UCB1(1),0,1200,0.7999998769011024,2
113,UCB1(1),0,1300,0.7814865842271421,2
114,UCB1(1),0,1400,0.7864989078725497,2
115,UCB1(1),0,1500,0.7894163465908696,2
116,UCB1(1),0,1600,0.7863881554429152,2
117,UCB1(1),0,1700,0.7869602405495749,2
118,UCB1(1),0,1800,0.7932103410749576,2
119,UCB1(1),0,1900,0.8052198527967728,2
120,UCB1(1),0,2000,0.8111020920905895,2
121,UCB1(1),0,2100,0.8146096765111155,2
122,UCB1(1),0,2200,0.8089703277833741,2
123,UCB1(1),0,2300,0.8104012960649372,2
124,UCB1(1),0,2400,0.8081585109193054,2
125,UCB1(1),0,2500,0.8003386168336253,2
126,UCB1(1),0,2600,0.8010943271812498,2
127,UCB1(1),0,2700,0.8063216862492749,2
128,UCB1(1),0,2800,0.8047549062969263,2
129,UCB1(1),0,2900,0.8003024842163072,2
130,UCB1(1),0,3000,0.8061029435662479,2
131,UCB1(1),0,3100,0.8029384287339373,2
132,UCB1(1),0,3200,0.7992600563046195,2
133,UCB1(1),0,3300,0.8011000708766591,2
134,UCB1(1),0,3400,0.8034268507043363,2
135,UCB1(1),0,3500,0.8035167379527824,2
136,UCB1(1),0,3600,0.8019672935584875,2
137,UCB1(1),0,3700,0.8052432172756888,2
138,UCB1(1),0,3800,0.8109804346043715,2
139,UCB1(1),0,3900,0.8107351728299488,2
140,UCB1(1),0,4000,0.8104982633714698,2
141,UCB1(1),0,4100,0.8104542844422028,2
142,UCB1(1),0,4200,0.8079157076850663,2
143,UCB1(1),0,4300,0.8096655341240687,2
144,UCB1(1),0,4400,0.8039348786396371,2
145,UCB1(1),0,4500,0.8043084816374547,2
146,UCB1(1),0,4600,0.803317540105026,2
147,UCB1(1),0,4700,0.8032134311357515,2
148,UCB1(1),0,4800,0.8054989937532524,2
149,UCB1(1),0,4900,0.7983006363120378,2
150,UCB1(1),0,5000,0.8051869385077659,2
151,UCB1(1),0,5100,0.8084834077621318,2
152,UCB1(1),0,5200,0.8066868302528213,2
153,UCB1(1),0,5300,0.807479090313406,2
154,UCB1(1),0,5400,0.8108715338683007,2
155,UCB1(1),0,5500,0.8093276900102353,2
156,UCB1(1),0,5600,0.8090044503952807,2
157,UCB1(1),0,5700,0.8067599668929389,2
158,UCB1(1),0,5800,0.8104896145899461,2
159,UCB1(1),0,5900,0.8080444804964012,2
160,UCB1(1),0,6000,0.8093270730819189,2
161,UCB1(1),0,6100,0.8084269712817147,2
162,UCB1(1),0,6200,0.8108674859260395,2
163,UCB1(1),0,6300,0.8137183789624906,2
164,UCB1(1),0,6400,0.8109999791125834,2
165,UCB1(1),0,6500,0.8102308325894143,2
166,UCB1(1),0,6600,0.8111810008503376,2
167,UCB1(1),0,6700,0.8126508220323225,2
168,UCB1(1),0,6800,0.8060191805648605,2
169,UCB1(1),0,6900,0.8054382807433379,2
170,UCB1(1),0,7000,0.80391994547007,2
171,UCB1(1),0,7100,0.8046841846287186,2
172,UCB1(1),0,7200,0.8024019460189801,2
173,UCB1(1),0,7300,0.799268042164485,2
174,UCB1(1),0,7400,0.7946068857827692,2
175,UCB1(1),0,7500,0.7977613677626106,2
176,UCB1(1),0,7600,0.7961759425591654,2
177,UCB1(1),0,7700,0.7991882787561821,2
178,UCB1(1),0,7800,0.7967657540924395,2
179,UCB1(1),0,7900,0.7987485773093281,2
180,UCB1(1),0,8000,0.7982611190760189,2
181,UCB1(1),0,8100,0.8014279555246562,2
182,UCB1(1),0,8200,0.8015094127596327,2
183,UCB1(1),0,8300,0.8035790976938488,2
184,UCB1(1),0,8400,0.8058841389938173,2
185,UCB1(1),0,8500,0.8056171785789732,2
186,UCB1(1),0,8600,0.8046229896421759,2
187,UCB1(1),0,8700,0.8048097805579664,2
188,UCB1(1),0,8800,0.8016812600348636,2
189,UCB1(1),0,8900,0.8025868262690109,2
190,UCB1(1),0,9000,0.8014313825161995,2
191,UCB1(1),0,9100,0.8024352777318277,2
192,UCB1(1),0,9200,0.8045208911544606,2
193,UCB1(1),0,9300,0.802941990554591,2
194,UCB1(1),0,9400,0.8029211934677365,2
195,UCB1(1),0,9500,0.8017919119582029,2
196,UCB1(1),0,9600,0.8032179277550099,2
197,UCB1(1),0,9700,0.8058969466146099,2
198,UCB1(1),0,9800,0.8073509604884243,2
199,UCB1(1),0,9900,0.8067161509560355,2
200,UCB1(2),0,0,0.5942290547136168,0
201,UCB1(2),0,100,0.35202972510924746,0
202,UCB1(2),0,200,0.41679499869274295,2
203,UCB1(2),0,300,0.6197266527931966,2
204,UCB1(2),0,400,0.7269953128027086,2
205,UCB1(2),0,500,0.7381119122509842,2
206,UCB1(2),0,600,0.7400046005698618,2
207,UCB1(2),0,700,0.7113213645382921,2
208,UCB1(2),0,800,0.7399994636320364,2
209,UCB1(2),0,900,0.7699152118112514,2
210,UCB1(2),0,1000,0.7926688558312583,2
